strains,AMP,AUG,AXO,AZI,CHL,CIP,COT,FIS,FOX,GEN,KAN,NAL,STR,TET,TIO
SRR1752726,1,1,0.25,#N/A,8,0.01,0.12,#N/A,4,0.25,#N/A,4,#N/A,32,1
SRR1631186,1,1,0.25,#N/A,4,0.01,0.12,64,4,1,#N/A,4,#N/A,4,1
SRR4280611,32,32,8,4,8,0.015,0.12,256,32,0.25,#N/A,4,4,32,8
SRR1553836,1,1,0.25,#N/A,8,0.03,0.12,#N/A,2,16,#N/A,4,64,4,1
SRR1637049,1,1,0.25,#N/A,8,0.01,0.12,#N/A,4,0.5,#N/A,4,#N/A,4,0.5
SRR3056904,1,1,0.25,2,4,0.015,0.125,16,2,0.25,#N/A,2,16,32,0.5
SRR2912652,32,16,0.25,#N/A,8,0.01,0.12,32,2,16,#N/A,8,#N/A,32,1
SRR2533581,32,32,16,#N/A,8,0.01,0.12,#N/A,16,0.25,#N/A,4,#N/A,4,8
SRR1646573,32,32,16,#N/A,4,0.01,0.12,256,32,0.5,#N/A,4,#N/A,32,8
SRR4280631,1,1,0.25,2,4,0.015,0.12,16,4,0.25,#N/A,2,4,4,1
SRR3151798,32,8,0.25,#N/A,8,0.01,0.12,32,2,0.25,#N/A,4,64,4,0.5
SRR1773631,32,32,16,#N/A,4,0.01,0.12,32,32,0.5,#N/A,4,#N/A,4,8
SRR3295921,1,1,0.25,2,4,0.015,0.125,256,2,0.25,#N/A,4,4,32,1
SRR3933071,32,8,0.25,4,8,0.015,0.12,256,4,16,#N/A,4,64,32,1
SRR3098658,32,32,16,#N/A,4,0.01,0.12,32,32,0.5,#N/A,2,#N/A,4,8
SRR3031869,32,8,0.25,4,8,0.015,0.125,256,2,0.25,#N/A,4,64,32,1
SRR2567193,32,32,8,4,4,0.015,0.12,256,32,0.25,64,4,64,32,8
SRR1752886,1,1,0.25,#N/A,4,0.01,0.12,32,2,0.25,#N/A,4,#N/A,4,0.5
SRR3098293,1,1,0.25,4,8,0.015,0.125,32,2,0.25,#N/A,2,64,32,0.5
SRR3210562,1,1,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,2,#N/A,4,1
SRR2567049,1,1,0.25,4,8,0.03,0.12,32,2,0.5,8,4,#N/A,4,1
SRR3665267,1,1,0.25,4,4,0.015,0.12,16,2,0.5,8,4,#N/A,4,0.5
SRR1583121,1,1,0.25,#N/A,4,0.01,0.12,32,1,0.5,#N/A,4,#N/A,32,0.5
SRR1637020,1,1,0.25,#N/A,8,0.01,0.12,#N/A,2,0.5,#N/A,4,#N/A,4,0.5
SRR2567182,2,1,0.25,4,8,0.015,0.12,16,2,0.5,8,4,64,4,1
SRR3056906,1,1,0.25,4,8,0.015,0.125,64,4,0.25,#N/A,4,8,32,1
SRR1791386,32,32,16,#N/A,32,0.01,0.25,256,32,16,#N/A,2,64,32,8
SRR2989210,32,8,0.25,4,8,0.015,0.125,256,4,0.25,#N/A,4,64,32,1
SRR1525267,1,1,0.25,#N/A,8,0.03,0.12,#N/A,2,0.5,#N/A,4,#N/A,4,1
SRR3664785,1,1,0.25,4,8,0.03,0.12,32,4,0.25,8,8,#N/A,4,1
SRR3330222,32,16,0.25,#N/A,8,0.03,0.12,64,4,0.5,#N/A,4,64,32,1
SRR1812841,1,1,0.25,#N/A,8,0.03,0.12,256,4,0.25,#N/A,4,#N/A,32,1
SRR3295665,1,1,0.25,4,8,0.015,0.125,32,4,0.5,#N/A,2,16,32,1
SRR3224091,1,1,0.25,#N/A,4,0.01,0.12,32,4,0.25,#N/A,4,#N/A,32,0.5
SRR3740196,1,1,0.25,#N/A,8,0.01,0.12,256,2,0.25,#N/A,4,#N/A,32,1
SRR1521581,1,1,0.25,#N/A,8,0.01,0.12,64,2,1,#N/A,4,#N/A,4,0.5
SRR3101898,32,8,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,4,#N/A,32,1
SRR3295779,1,1,0.25,4,8,0.015,0.25,256,4,0.5,#N/A,2,8,32,1
SRR2989200,32,8,0.25,4,8,0.015,0.125,256,2,0.5,#N/A,4,64,32,1
SRR2070981,32,32,32,#N/A,4,0.01,0.12,16,32,0.25,#N/A,4,#N/A,4,8
SRR3933005,1,1,0.25,4,8,0.015,0.12,32,2,0.25,#N/A,2,8,4,0.5
SRR2670707,1,1,0.25,#N/A,16,0.01,0.12,64,4,0.5,#N/A,2,64,32,1
SRR3096035,32,8,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,4,#N/A,32,1
SRR2962663,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,4,0.5
SRR2567044,1,1,0.25,4,8,0.015,0.12,16,2,0.5,8,4,64,4,1
SRR3289803,32,16,0.25,#N/A,8,0.03,0.25,256,4,1,#N/A,8,64,32,2
SRR1257289,1,1,0.25,#N/A,4,0.01,0.12,#N/A,2,0.25,#N/A,4,64,32,0.5
SRR3098280,1,1,0.25,4,16,0.015,0.125,256,4,0.5,#N/A,2,64,32,2
SRR2407535,1,1,0.25,4,4,0.015,0.12,16,4,0.5,#N/A,2,16,4,1
SRR2407713,1,1,0.25,8,8,0.03,0.12,16,2,0.5,#N/A,2,16,4,1
SRR1664264,1,1,0.25,#N/A,8,0.01,0.12,32,4,0.25,#N/A,4,#N/A,4,1
SRR3664933,1,1,0.25,4,8,0.03,0.12,32,2,1,8,2,#N/A,4,1
SRR1783171,4,4,0.25,#N/A,16,0.06,0.12,#N/A,8,1,#N/A,8,64,32,2
SRR3664867,1,2,0.25,4,4,0.015,0.12,32,4,0.5,8,2,64,32,1
SRR3932939,1,1,0.25,4,4,0.015,0.12,32,4,4,#N/A,4,64,4,1
SRR1783204,4,16,0.25,#N/A,32,0.01,0.12,256,2,0.5,#N/A,4,64,32,0.5
SRR3062688,1,1,0.25,4,8,0.015,0.125,256,2,16,#N/A,4,64,8,1
SRR3295879,1,1,0.25,2,8,0.015,0.125,256,2,0.25,#N/A,4,4,32,0.5
SRR3664928,1,1,0.25,8,4,0.015,0.12,64,2,0.25,8,2,#N/A,4,1
SRR2188116,1,1,0.25,8,8,0.015,0.125,16,2,0.5,#N/A,4,4,4,0.5
SRR2962403,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.5,#N/A,4,#N/A,4,1
SRR2542453,2,1,0.25,#N/A,8,0.01,0.12,32,4,0.5,#N/A,4,#N/A,4,1
SRR3098262,32,16,0.25,2,32,0.015,0.25,256,2,0.5,#N/A,4,64,32,0.5
SRR2566932,1,1,0.25,4,8,0.015,0.12,256,2,0.5,8,4,#N/A,32,1
SRR3151788,1,2,0.25,#N/A,8,0.01,0.12,256,4,0.5,#N/A,4,64,32,1
SRR3295581,1,1,0.25,4,4,0.015,4,256,2,0.5,#N/A,2,64,32,1
SRR3055309,1,1,0.25,#N/A,8,0.01,0.12,32,2,2,#N/A,2,#N/A,4,1
SRR3665317,32,32,16,4,8,0.015,0.12,256,32,0.5,64,4,#N/A,32,8
SRR2993806,32,16,0.25,#N/A,4,0.03,0.12,32,2,0.5,#N/A,4,64,32,1
SRR2226944,1,1,0.25,4,8,0.015,0.125,64,2,0.5,#N/A,2,8,4,0.5
SRR1299301,32,32,16,#N/A,8,0.01,0.12,256,32,16,#N/A,4,64,32,8
SRR3148245,1,1,0.25,2,8,0.015,0.125,32,4,0.25,#N/A,4,8,32,1
SRR3289793,2,1,0.25,#N/A,8,0.03,0.12,64,2,0.25,#N/A,4,#N/A,4,1
SRR1195671,2,1,0.25,#N/A,8,0.01,0.12,#N/A,4,0.5,#N/A,4,#N/A,4,1
SRR1973720,32,8,0.25,#N/A,4,0.01,0.12,256,2,16,#N/A,2,64,32,1
SRR2533454,32,8,0.25,#N/A,8,0.01,0.12,256,2,16,#N/A,4,64,32,1
SRR2567172,32,8,0.25,2,4,0.015,0.12,32,2,16,8,4,64,32,1
SRR2567115,1,1,0.25,2,4,0.015,0.12,256,4,0.25,8,4,#N/A,32,0.5
SRR3664815,32,8,0.25,4,8,0.015,0.12,16,2,16,8,4,#N/A,32,0.5
SRR3665114,1,1,0.25,4,8,0.015,0.12,256,4,16,8,2,64,32,1
SRR2670719,1,1,0.25,#N/A,8,0.01,0.12,256,4,0.25,#N/A,4,#N/A,32,1
SRR3198626,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,4,1
SRR2567128,32,32,16,4,32,0.03,0.25,256,32,1,8,4,64,32,8
SRR1820092,32,8,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,4,64,4,1
SRR3122766,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,4,1
SRR1783221,32,16,0.25,#N/A,4,0.01,0.12,64,4,4,#N/A,4,64,32,1
SRR3098279,1,1,0.25,2,8,0.015,0.125,32,4,0.25,#N/A,4,4,32,0.5
SRR1198972,32,32,8,#N/A,4,0.01,0.12,#N/A,16,0.5,#N/A,4,#N/A,4,8
SRR1778009,2,1,0.25,#N/A,8,0.01,0.12,#N/A,2,0.25,#N/A,4,#N/A,4,0.5
SRR1822309,2,1,0.25,#N/A,8,0.01,0.12,64,2,1,#N/A,2,#N/A,4,1
SRR3664905,1,1,0.25,4,8,0.015,0.12,64,4,0.5,8,4,#N/A,4,1
SRR1619597,32,16,0.25,#N/A,8,0.01,0.12,16,2,0.5,#N/A,4,64,4,0.5
SRR3295886,1,1,0.25,2,8,0.015,0.25,256,2,0.25,#N/A,4,4,32,0.5
SRR3116160,32,8,0.25,#N/A,8,0.01,0.12,256,2,16,#N/A,2,64,32,1
SRR3344461,1,1,0.25,#N/A,4,0.01,0.12,64,2,1,#N/A,4,64,32,1
SRR1916376,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,32,1
SRR3295516,32,32,16,2,4,0.015,0.12,256,32,0.5,#N/A,4,64,32,8
SRR3056912,2,1,0.25,8,8,0.015,0.25,256,4,0.5,#N/A,2,8,32,1
SRR3932999,32,8,0.25,2,4,0.015,0.12,32,2,16,#N/A,2,64,32,1
SRR3993888,2,2,0.25,#N/A,8,0.03,0.12,64,4,0.25,#N/A,4,64,32,1
SRR3188258,32,8,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,4,#N/A,32,1
SRR3664673,1,1,0.25,4,4,0.03,0.12,16,2,0.5,8,8,#N/A,4,1
SRR3096702,1,1,0.25,#N/A,4,0.03,0.12,64,2,1,#N/A,4,64,32,1
SRR1300605,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,32,0.5
SRR3146665,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.25,#N/A,2,#N/A,4,0.5
SRR2567196,32,32,16,4,8,0.015,0.12,256,32,0.25,8,4,#N/A,32,8
SRR2407707,1,1,0.25,4,4,0.03,0.12,32,4,0.5,#N/A,2,16,4,1
SRR2670704,1,1,0.25,#N/A,8,0.01,0.12,64,4,0.25,#N/A,2,64,32,1
SRR1752879,1,1,0.25,#N/A,8,0.01,0.12,#N/A,8,0.5,#N/A,4,#N/A,32,0.5
SRR3111264,1,1,0.25,#N/A,8,0.01,0.12,32,4,0.25,#N/A,4,#N/A,4,0.5
SRR1752870,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,4,0.5
SRR3664960,1,1,0.25,4,8,0.015,0.12,256,2,0.25,8,4,#N/A,32,1
SRR3184161,32,16,0.25,#N/A,8,0.01,0.25,256,2,16,#N/A,4,64,32,1
SRR2407729,1,1,0.25,4,8,0.015,0.12,32,2,0.5,#N/A,2,4,4,1
SRR3099649,32,8,0.25,#N/A,8,0.01,0.12,256,2,16,#N/A,4,64,32,1
SRR1363348,32,32,16,#N/A,8,0.03,0.12,256,32,0.25,#N/A,4,#N/A,32,8
SRR2002479,1,1,0.25,#N/A,8,0.01,0.12,256,2,16,#N/A,4,64,4,1
SRR2143476,1,1,0.25,#N/A,8,0.01,0.25,32,2,0.5,#N/A,4,#N/A,32,1
SRR2567086,1,1,0.25,2,4,0.015,0.12,32,4,0.25,8,4,#N/A,32,1
SRR3111262,1,1,0.25,#N/A,8,0.03,0.12,64,2,0.5,#N/A,4,#N/A,4,1
SRR3664805,1,1,0.25,4,4,0.015,0.12,16,2,0.5,8,4,#N/A,4,0.5
SRR3932961,1,1,0.25,4,8,0.03,0.12,32,2,0.5,#N/A,4,8,4,1
SRR2566984,1,1,0.25,4,8,0.015,0.12,256,2,16,32,2,#N/A,32,0.5
SRR1951869,1,1,0.25,#N/A,4,0.01,0.12,256,2,0.5,#N/A,2,64,32,0.5
SRR3115234,1,1,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,4,#N/A,4,1
SRR3295876,1,1,0.25,2,4,0.015,0.125,256,4,0.25,#N/A,2,4,32,1
SRR3062689,1,1,0.25,4,8,0.015,0.125,32,4,0.5,#N/A,4,8,32,0.5
SRR3111263,1,1,0.25,#N/A,8,0.03,0.12,256,2,16,#N/A,4,64,32,1
SRR3295551,1,1,0.25,2,4,0.015,0.12,32,2,0.25,#N/A,2,64,32,0.5
SRR3665091,32,32,64,8,32,0.015,4,256,32,16,64,4,64,32,8
SRR3664986,1,1,0.25,4,4,0.015,0.12,64,2,1,8,2,64,32,0.5
SRR2407742,1,1,0.25,4,4,0.015,0.12,32,2,0.5,#N/A,2,64,4,1
SRR3295571,1,1,0.25,4,8,0.03,0.12,32,4,0.5,#N/A,4,8,4,1
SRR2407762,32,32,64,4,32,0.015,0.12,256,32,16,#N/A,2,64,32,8
SRR3210661,32,8,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,4,#N/A,32,1
SRR3933074,1,1,0.25,4,8,0.015,0.12,16,2,0.25,#N/A,4,8,4,1
SRR2017848,1,1,0.25,#N/A,8,0.01,0.12,32,4,0.25,#N/A,4,#N/A,4,1
SRR2567158,1,1,0.25,4,4,0.015,0.12,32,2,0.5,8,4,64,32,1
SRR1528481,32,32,32,#N/A,8,0.01,0.12,256,32,0.25,#N/A,4,#N/A,32,8
SRR3021489,1,1,0.25,#N/A,4,0.01,0.12,256,2,16,#N/A,2,64,32,1
SRR3173699,32,16,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,32,1
SRR3111270,1,1,0.25,#N/A,4,0.01,0.12,32,2,0.25,#N/A,2,#N/A,4,0.5
SRR3182550,32,32,16,#N/A,4,0.01,0.12,256,32,0.25,#N/A,4,64,32,8
SRR3933075,1,1,0.25,4,8,0.015,0.12,16,2,0.5,#N/A,4,16,4,1
SRR1562607,2,1,0.25,#N/A,8,0.01,0.12,32,2,0.25,#N/A,4,#N/A,8,0.5
SRR3740193,2,1,0.25,#N/A,8,0.03,4,128,2,0.25,#N/A,4,#N/A,4,1
SRR3295783,1,1,0.25,4,8,0.015,0.125,32,4,0.25,#N/A,4,16,32,0.5
SRR3295954,1,1,0.25,4,4,0.015,0.125,32,2,0.5,#N/A,2,64,32,0.5
SRR2407736,32,32,32,4,32,0.03,0.25,256,32,1,#N/A,4,64,32,8
SRR3295587,1,1,0.25,4,8,0.015,0.12,32,4,0.5,#N/A,4,8,4,1
SRR2918183,32,16,0.25,#N/A,8,0.01,0.25,256,2,16,#N/A,2,64,4,1
SRR3306206,1,1,0.25,#N/A,8,0.01,0.12,256,2,0.25,#N/A,4,#N/A,32,1
SRR3225372,32,16,0.25,#N/A,4,0.01,0.12,256,2,16,#N/A,2,#N/A,4,1
SRR3295898,1,1,0.25,4,8,0.015,4,256,8,0.5,#N/A,4,16,32,1
SRR4019212,1,1,0.25,#N/A,8,0.01,0.12,256,4,0.5,#N/A,4,#N/A,32,0.5
SRR3098644,1,1,0.25,#N/A,4,0.01,0.12,32,2,0.25,#N/A,2,#N/A,4,0.5
SRR3664880,1,1,0.25,4,8,0.015,0.12,256,4,16,8,4,64,4,1
SRR2567056,32,8,0.25,4,8,0.03,0.12,64,2,16,8,4,64,32,1
SRR3509867,1,1,0.25,#N/A,4,0.01,0.12,32,2,0.5,#N/A,2,#N/A,4,1
SRR3219160,1,1,0.25,#N/A,4,0.01,0.12,32,1,0.25,#N/A,2,#N/A,32,0.5
SRR2912654,1,1,0.25,#N/A,4,0.01,0.12,256,2,4,#N/A,4,#N/A,4,1
SRR2566958,1,1,0.25,2,4,0.015,0.12,32,4,1,8,2,64,32,1
SRR3664826,1,1,0.25,4,8,0.015,0.12,256,8,0.5,8,4,#N/A,32,0.5
SRR1793258,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,4,#N/A,4,1
SRR3932916,1,1,0.25,2,8,0.015,0.12,32,2,0.5,#N/A,4,8,4,1
SRR3933060,1,1,0.25,2,8,0.015,0.12,32,2,0.25,#N/A,4,8,4,1
SRR2829111,32,32,16,4,8,0.015,0.25,256,32,0.25,#N/A,4,16,32,8
SRR2533578,2,1,0.25,#N/A,4,0.01,0.12,#N/A,2,0.5,#N/A,4,64,32,1
SRR3295509,32,8,0.25,4,8,0.015,0.12,32,4,1,#N/A,4,8,4,1
SRR3110324,1,1,0.25,#N/A,4,0.01,0.12,256,2,0.25,#N/A,2,#N/A,32,0.5
SRR1514742,1,2,0.25,#N/A,4,0.01,0.12,#N/A,2,16,#N/A,4,64,32,0.5
SRR1637054,1,1,0.25,#N/A,8,0.01,0.12,#N/A,4,0.5,#N/A,4,#N/A,4,0.5
SRR3033305,32,16,0.25,16,16,0.015,4,256,4,16,#N/A,4,64,32,1
SRR3330249,32,32,16,#N/A,4,0.01,0.12,256,32,0.25,#N/A,2,#N/A,32,8
SRR3188162,1,1,0.25,#N/A,16,0.01,0.12,256,4,16,#N/A,4,64,32,1
SRR3214125,2,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,2,#N/A,4,1
SRR3344463,32,16,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,64,32,1
SRR2407741,1,1,0.25,2,4,0.015,0.12,32,4,1,#N/A,4,64,4,1
SRR1777706,1,1,0.25,#N/A,4,0.01,0.12,256,1,16,#N/A,4,64,4,1
SRR2920066,1,1,0.25,4,8,0.015,0.125,32,2,0.5,#N/A,4,8,4,1
SRR1257278,2,1,0.25,#N/A,8,0.01,0.12,#N/A,4,0.25,#N/A,4,#N/A,32,0.5
SRR2889982,1,1,0.25,#N/A,4,0.01,0.12,256,2,16,#N/A,4,64,4,1
SRR1982219,2,1,0.25,#N/A,8,0.03,0.12,256,4,16,#N/A,8,64,4,1
SRR3173554,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,4,#N/A,4,1
SRR2670693,1,1,0.25,#N/A,8,0.01,0.25,256,4,16,#N/A,4,64,32,1
SRR3664850,1,1,0.25,4,4,0.015,0.12,16,2,0.5,8,2,64,32,0.5
SRR1299286,1,1,0.25,#N/A,8,0.01,0.12,#N/A,2,0.25,#N/A,4,#N/A,4,0.5
SRR3665047,32,8,0.25,8,8,0.015,0.12,128,4,0.5,8,4,#N/A,32,2
SRR1773633,1,1,0.25,#N/A,4,0.01,0.12,32,1,0.25,#N/A,2,64,32,0.5
SRR3665100,2,1,0.25,4,8,0.03,0.12,32,2,0.25,8,4,#N/A,4,1
SRR3664911,1,1,0.25,2,4,0.015,0.12,256,2,0.5,8,2,64,32,1
SRR3217372,1,1,0.25,#N/A,4,0.01,0.12,256,2,0.5,#N/A,4,#N/A,32,0.5
SRR2973738,1,1,0.25,4,4,0.015,0.125,32,2,0.5,#N/A,2,32,4,0.5
SRR3344462,1,1,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,4,#N/A,4,1
SRR3021487,1,1,0.25,#N/A,4,0.01,0.12,32,2,1,#N/A,2,#N/A,4,0.5
SRR1598878,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,4,#N/A,4,1
SRR3214104,32,32,32,#N/A,8,0.01,0.12,256,32,0.25,#N/A,4,#N/A,32,8
SRR1823711,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.5,#N/A,2,64,32,0.5
SRR3191437,1,1,0.25,#N/A,8,0.01,0.12,16,2,0.5,#N/A,4,#N/A,4,1
SRR4280613,1,1,0.25,4,8,0.03,0.12,16,4,0.5,#N/A,4,8,4,1
SRR2567014,1,1,0.25,2,4,0.015,0.12,64,2,0.5,8,4,#N/A,4,1
SRR2567088,32,4,0.25,4,4,0.015,0.125,256,2,16,#N/A,4,64,32,0.5
SRR2054613,1,1,0.25,#N/A,4,0.01,0.12,32,2,0.5,#N/A,2,64,32,0.5
SRR2407648,1,1,0.25,4,4,0.03,0.12,32,2,0.25,#N/A,4,16,4,1
SRR2669155,32,32,16,#N/A,8,0.01,0.12,256,32,0.5,#N/A,4,#N/A,32,8
SRR1773592,1,1,0.25,#N/A,4,0.01,0.12,32,2,0.25,#N/A,4,64,32,0.5
SRR3295949,1,1,0.25,8,8,0.015,0.125,32,4,0.5,#N/A,4,8,32,1
SRR2648912,1,1,0.25,4,8,0.015,0.125,32,2,0.5,#N/A,4,8,4,0.5
SRR2583963,32,32,16,#N/A,8,0.01,0.25,256,16,0.5,#N/A,4,#N/A,32,8
SRR3932895,1,1,0.25,2,4,0.015,0.12,256,2,0.25,#N/A,4,8,32,0.5
SRR3295515,2,1,0.25,2,4,0.03,0.12,32,2,0.5,#N/A,8,2,4,1
SRR3664776,1,1,0.25,4,4,0.015,0.12,256,2,0.5,8,4,#N/A,32,1
SRR3933069,32,8,0.25,4,8,0.015,0.12,32,2,0.5,#N/A,4,16,4,2
SRR3664831,1,1,0.25,4,8,0.03,0.12,64,4,0.5,8,4,#N/A,4,1
SRR1333880,32,8,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,4,1
SRR1735409,2,1,0.25,#N/A,8,0.25,0.12,#N/A,2,0.25,#N/A,32,#N/A,4,1
SRR2584392,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,4,#N/A,4,1
SRR2999647,1,1,0.25,#N/A,4,0.03,0.12,256,2,0.25,#N/A,4,64,32,1
SRR3664912,1,1,0.25,2,4,0.015,0.12,32,8,0.5,8,4,#N/A,4,1
SRR3294535,32,32,16,#N/A,4,0.01,0.12,256,32,0.25,#N/A,2,#N/A,32,8
SRR3210660,32,8,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,4,#N/A,32,2
SRR3062680,32,8,0.25,2,8,0.015,0.25,256,8,0.5,#N/A,4,4,32,1
SRR2919952,1,1,0.25,4,8,0.015,0.125,32,4,0.5,#N/A,4,8,4,1
SRR3210663,32,8,0.25,#N/A,8,0.01,0.12,256,2,16,#N/A,4,64,32,1
SRR3664656,2,1,0.25,4,4,0.03,0.12,16,2,0.5,8,4,#N/A,4,1
SRR1528471,2,1,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,4,#N/A,32,1
SRR3295634,1,1,0.25,8,8,0.5,0.125,32,4,0.5,#N/A,16,32,32,1
SRR3664647,1,1,0.25,4,8,0.03,0.12,16,4,1,8,4,#N/A,4,0.5
SRR3665243,1,1,0.25,4,4,0.03,0.12,16,4,0.5,8,4,64,32,1
SRR3295937,32,32,16,4,32,0.5,0.125,256,32,0.5,#N/A,16,64,32,8
SRR4280634,2,1,0.25,4,8,0.03,0.12,32,2,0.25,#N/A,4,4,4,1
SRR4280567,1,1,0.25,4,8,0.015,0.12,256,2,8,#N/A,2,32,32,0.5
SRR2566950,32,32,8,4,4,0.015,0.12,256,32,0.25,8,2,#N/A,32,8
SRR1951882,1,1,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,4,#N/A,32,0.5
SRR2993935,1,1,0.25,#N/A,4,0.01,0.12,32,4,0.5,#N/A,2,64,32,1
SRR3664820,1,1,0.25,4,4,0.015,0.12,16,2,0.5,8,4,#N/A,4,0.5
SRR1521594,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,4,0.5
SRR2567095,1,1,0.25,4,8,0.015,0.12,16,2,0.5,8,4,#N/A,32,1
SRR4019215,32,32,16,#N/A,4,0.01,0.12,32,32,0.5,#N/A,2,64,32,8
SRR3418290,32,16,0.25,#N/A,4,0.03,0.12,32,2,0.5,#N/A,4,64,32,1
SRR2407616,32,32,16,8,32,0.015,0.12,256,32,16,#N/A,2,64,32,8
SRR2407566,1,1,0.25,8,8,0.015,0.12,64,4,0.5,#N/A,2,8,4,1
SRR3173687,1,2,0.25,#N/A,4,0.01,0.12,64,4,0.5,#N/A,4,#N/A,32,1
SRR2567149,1,1,0.25,4,4,0.015,0.12,32,2,0.5,8,4,64,32,0.5
SRR3399993,2,2,0.25,#N/A,8,0.03,0.12,64,4,0.5,#N/A,8,#N/A,4,2
SRR3098379,2,1,0.25,2,4,0.015,0.125,256,4,0.25,#N/A,4,8,32,0.5
SRR3210392,1,1,0.25,#N/A,8,0.01,0.12,128,2,0.5,#N/A,4,#N/A,4,1
SRR3664913,32,8,0.25,4,4,0.015,0.12,64,2,0.5,8,2,#N/A,32,1
SRR2583960,1,1,0.25,#N/A,8,0.01,0.25,64,4,16,#N/A,4,64,32,0.5
SRR3184158,32,32,8,#N/A,8,0.01,0.12,256,32,0.25,#N/A,4,64,32,8
SRR3101881,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,4,#N/A,4,1
SRR3111266,1,1,0.25,#N/A,8,0.01,0.12,32,4,0.5,#N/A,4,#N/A,4,0.5
SRR3194566,2,1,0.25,#N/A,8,0.03,0.12,64,2,0.5,#N/A,4,#N/A,4,2
SRR3295848,32,16,0.25,2,4,0.015,0.125,32,2,0.5,#N/A,4,64,32,1
SRR3091347,2,1,0.25,#N/A,4,0.03,0.12,64,4,0.5,#N/A,4,#N/A,4,1
SRR3932963,1,1,0.25,4,4,0.015,0.12,64,2,0.5,#N/A,2,64,32,0.5
SRR3098259,2,2,0.25,4,8,0.015,0.125,32,4,1,#N/A,4,64,4,1
SRR1849414,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,4,64,32,0.5
SRR3932922,32,32,8,4,8,0.015,0.12,256,32,0.25,#N/A,4,4,32,8
SRR2568403,2,1,0.25,#N/A,8,0.01,0.12,128,2,0.5,#N/A,4,#N/A,32,1
SRR3664703,1,1,0.25,4,4,0.015,0.12,16,2,0.25,8,2,#N/A,4,0.5
SRR3306279,1,1,0.25,#N/A,2,0.01,0.12,64,2,0.5,#N/A,2,64,32,0.5
SRR3664822,1,1,0.25,2,4,0.015,0.12,32,2,0.5,8,2,64,32,0.5
SRR3225370,32,16,0.25,#N/A,4,0.01,0.12,256,2,0.5,#N/A,2,64,32,1
SRR2510830,1,1,0.25,#N/A,4,0.01,0.12,256,2,16,#N/A,2,64,32,0.5
SRR3933083,2,2,0.25,2,4,0.03,0.12,32,4,0.25,#N/A,4,2,4,1
SRR3664884,1,1,0.25,4,8,0.015,0.12,64,4,2,8,2,#N/A,32,1
SRR3219186,32,32,32,#N/A,8,0.01,0.12,64,32,0.5,#N/A,2,#N/A,4,8
SRR3295656,1,1,0.25,4,4,0.015,0.25,256,4,0.25,#N/A,4,64,32,1
SRR3295633,32,8,0.25,8,8,0.015,0.125,256,2,0.5,#N/A,4,64,32,1
SRR1664285,1,1,0.25,#N/A,4,0.01,0.12,64,1,0.25,#N/A,2,64,32,0.5
SRR1695774,2,1,0.25,#N/A,8,0.01,0.12,#N/A,2,0.5,#N/A,4,#N/A,4,0.5
SRR2407784,1,1,0.25,2,4,0.015,0.12,16,2,0.25,#N/A,2,64,4,1
SRR3664761,1,1,0.25,2,4,0.015,0.12,32,2,0.5,8,4,64,4,1
SRR3295897,32,16,0.25,2,32,0.015,0.25,256,2,0.5,#N/A,4,64,32,1
SRR3091416,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,4,#N/A,4,2
